"CODIGO  ";"DESCRICAO DO INSUMO";"UNIDADE DE MEDIDA";"ORIGEM DO PRECO";"PRECO MEDIANO R$"
"6305";"TE DE REDUCAO DE FERRO GALVANIZADO, COM ROSCA BSP, DE 2"" X 1""                                                                                                                                                                                                                                                                                                                                                                                                                                             ";"UN    ";"AS";"81,98"
"6302";"TE DE REDUCAO DE FERRO GALVANIZADO, COM ROSCA BSP, DE 3/4"" X 1/2""                                                                                                                                                                                                                                                                                                                                                                                                                                         ";"UN    ";"AS";"17,39"
"6312";"TE DE REDUCAO DE FERRO GALVANIZADO, COM ROSCA BSP, DE 3"" X 1 1/2""                                                                                                                                                                                                                                                                                                                                                                                                                                         ";"UN    ";"AS";"218,62"
"6311";"TE DE REDUCAO DE FERRO GALVANIZADO, COM ROSCA BSP, DE 3"" X 1 1/4""                                                                                                                                                                                                                                                                                                                                                                                                                                         ";"UN    ";"AS";"218,62"
"6310";"TE DE REDUCAO DE FERRO GALVANIZADO, COM ROSCA BSP, DE 3"" X 1""                                                                                                                                                                                                                                                                                                                                                                                                                                             ";"UN    ";"AS";"218,62"
"6314";"TE DE REDUCAO DE FERRO GALVANIZADO, COM ROSCA BSP, DE 3"" X 2 1/2""                                                                                                                                                                                                                                                                                                                                                                                                                                         ";"UN    ";"AS";"218,62"
"6313";"TE DE REDUCAO DE FERRO GALVANIZADO, COM ROSCA BSP, DE 3"" X 2""                                                                                                                                                                                                                                                                                                                                                                                                                                             ";"UN    ";"AS";"218,62"
"6315";"TE DE REDUCAO DE FERRO GALVANIZADO, COM ROSCA BSP, DE 4"" X 2""                                                                                                                                                                                                                                                                                                                                                                                                                                             ";"UN    ";"AS";"413,94"
"6316";"TE DE REDUCAO DE FERRO GALVANIZADO, COM ROSCA BSP, DE 4"" X 3""                                                                                                                                                                                                                                                                                                                                                                                                                                             ";"UN    ";"AS";"413,94"
"39324";"TE DE REDUCAO, CPVC, 22 X 15 MM, PARA AGUA QUENTE PREDIAL                                                                                                                                                                                                                                                                                                                                                                                                                                                 ";"UN    ";"CR";"4,30"
"39325";"TE DE REDUCAO, CPVC, 28 X 22 MM, PARA AGUA QUENTE PREDIAL                                                                                                                                                                                                                                                                                                                                                                                                                                                 ";"UN    ";"CR";"6,48"
"39326";"TE DE REDUCAO, CPVC, 35 X 28 MM, PARA AGUA QUENTE PREDIAL                                                                                                                                                                                                                                                                                                                                                                                                                                                 ";"UN    ";"CR";"23,25"
"39327";"TE DE REDUCAO, CPVC, 42 X 35 MM, PARA AGUA QUENTE PREDIAL                                                                                                                                                                                                                                                                                                                                                                                                                                                 ";"UN    ";"CR";"35,07"
"11378";"TE DE REDUCAO, PVC PBA, BBB, JE, DN 100 X 50 / DE 110 X 60 MM, PARA REDE AGUA (NBR 10351)                                                                                                                                                                                                                                                                                                                                                                                                                 ";"UN    ";"AS";"77,37"
"11379";"TE DE REDUCAO, PVC PBA, BBB, JE, DN 100 X 75 / DE 110 X 85 MM, PARA REDE AGUA (NBR 10351)                                                                                                                                                                                                                                                                                                                                                                                                                 ";"UN    ";"AS";"65,38"
"11493";"TE DE REDUCAO, PVC PBA, BBB, JE, DN 75 X 50 / DE 85 X 60 MM, PARA REDE AGUA (NBR 10351)                                                                                                                                                                                                                                                                                                                                                                                                                   ";"UN    ";"AS";"37,71"
"7106";"TE DE REDUCAO, PVC, SOLDAVEL, 90 GRAUS, 110 MM X 60 MM, PARA AGUA FRIA PREDIAL                                                                                                                                                                                                                                                                                                                                                                                                                            ";"UN    ";"CR";"152,57"
"7104";"TE DE REDUCAO, PVC, SOLDAVEL, 90 GRAUS, 25 MM X 20 MM, PARA AGUA FRIA PREDIAL                                                                                                                                                                                                                                                                                                                                                                                                                             ";"UN    ";"CR";"4,11"
"7136";"TE DE REDUCAO, PVC, SOLDAVEL, 90 GRAUS, 32 MM X 25 MM, PARA AGUA FRIA PREDIAL                                                                                                                                                                                                                                                                                                                                                                                                                             ";"UN    ";"CR";"7,16"
"7128";"TE DE REDUCAO, PVC, SOLDAVEL, 90 GRAUS, 40 MM X 32 MM, PARA AGUA FRIA PREDIAL                                                                                                                                                                                                                                                                                                                                                                                                                             ";"UN    ";"CR";"9,29"
"7108";"TE DE REDUCAO, PVC, SOLDAVEL, 90 GRAUS, 50 MM X 20 MM, PARA AGUA FRIA PREDIAL                                                                                                                                                                                                                                                                                                                                                                                                                             ";"UN    ";"CR";"9,27"
"7129";"TE DE REDUCAO, PVC, SOLDAVEL, 90 GRAUS, 50 MM X 25 MM, PARA AGUA FRIA PREDIAL                                                                                                                                                                                                                                                                                                                                                                                                                             ";"UN    ";"CR";"10,91"
"7130";"TE DE REDUCAO, PVC, SOLDAVEL, 90 GRAUS, 50 MM X 32 MM, PARA AGUA FRIA PREDIAL                                                                                                                                                                                                                                                                                                                                                                                                                             ";"UN    ";"CR";"15,85"
"7131";"TE DE REDUCAO, PVC, SOLDAVEL, 90 GRAUS, 50 MM X 40 MM, PARA AGUA FRIA PREDIAL                                                                                                                                                                                                                                                                                                                                                                                                                             ";"UN    ";"CR";"19,38"
"7132";"TE DE REDUCAO, PVC, SOLDAVEL, 90 GRAUS, 75 MM X 50 MM, PARA AGUA FRIA PREDIAL                                                                                                                                                                                                                                                                                                                                                                                                                             ";"UN    ";"CR";"45,64"
"7133";"TE DE REDUCAO, PVC, SOLDAVEL, 90 GRAUS, 85 MM X 60 MM, PARA AGUA FRIA PREDIAL                                                                                                                                                                                                                                                                                                                                                                                                                             ";"UN    ";"CR";"105,46"
"37420";"TE DE SERVICO INTEGRADO, EM POLIPROPILENO (PP), PARA TUBOS EM PEAD/PVC, 60 X 20 MM - LIGACAO PREDIAL DE AGUA                                                                                                                                                                                                                                                                                                                                                                                              ";"UN    ";"AS";"40,33"
"37421";"TE DE SERVICO INTEGRADO, EM POLIPROPILENO (PP), PARA TUBOS EM PEAD/PVC, 60 X 32 MM - LIGACAO PREDIAL DE AGUA                                                                                                                                                                                                                                                                                                                                                                                              ";"UN    ";"AS";"55,12"
"37422";"TE DE SERVICO INTEGRADO, EM POLIPROPILENO (PP), PARA TUBOS EM PEAD, 63 X 20 MM - LIGACAO PREDIAL DE AGUA                                                                                                                                                                                                                                                                                                                                                                                                  ";"UN    ";"AS";"51,59"
"37443";"TE DE SERVICO, PEAD PE 100, DE 125 X 20 MM, PARA ELETROFUSAO                                                                                                                                                                                                                                                                                                                                                                                                                                              ";"UN    ";"AS";"191,41"
"37444";"TE DE SERVICO, PEAD PE 100, DE 125 X 32 MM, PARA ELETROFUSAO                                                                                                                                                                                                                                                                                                                                                                                                                                              ";"UN    ";"AS";"194,65"
"37445";"TE DE SERVICO, PEAD PE 100, DE 125 X 63 MM, PARA ELETROFUSAO                                                                                                                                                                                                                                                                                                                                                                                                                                              ";"UN    ";"AS";"295,04"
"37446";"TE DE SERVICO, PEAD PE 100, DE 200 X 20 MM, PARA ELETROFUSAO                                                                                                                                                                                                                                                                                                                                                                                                                                              ";"UN    ";"AS";"321,64"
"37447";"TE DE SERVICO, PEAD PE 100, DE 200 X 32 MM, PARA ELETROFUSAO                                                                                                                                                                                                                                                                                                                                                                                                                                              ";"UN    ";"AS";"326,68"
"37448";"TE DE SERVICO, PEAD PE 100, DE 200 X 63 MM, PARA ELETROFUSAO                                                                                                                                                                                                                                                                                                                                                                                                                                              ";"UN    ";"AS";"448,09"
"37440";"TE DE SERVICO, PEAD PE 100, DE 63 X 20 MM, PARA ELETROFUSAO                                                                                                                                                                                                                                                                                                                                                                                                                                               ";"UN    ";"AS";"151,92"
"37441";"TE DE SERVICO, PEAD PE 100, DE 63 X 32 MM, PARA ELETROFUSAO                                                                                                                                                                                                                                                                                                                                                                                                                                               ";"UN    ";"AS";"151,92"
"37442";"TE DE SERVICO, PEAD PE 100, DE 63 X 63 MM, PARA ELETROFUSAO                                                                                                                                                                                                                                                                                                                                                                                                                                               ";"UN    ";"AS";"182,98"
"38017";"TE DE TRANSICAO, CPVC, SOLDAVEL, 15 MM X 1/2"", PARA AGUA QUENTE                                                                                                                                                                                                                                                                                                                                                                                                                                           ";"UN    ";"CR";"8,79"
"38018";"TE DE TRANSICAO, CPVC, SOLDAVEL, 22 MM X 1/2"", PARA AGUA QUENTE                                                                                                                                                                                                                                                                                                                                                                                                                                           ";"UN    ";"CR";"9,88"
"39895";"TE DUPLA CURVA BRONZE/LATAO (REF 764) SEM ANEL DE SOLDA, ROSCA F X BOLSA X ROSCA F, 1/2"" X 15 X 1/2""                                                                                                                                                                                                                                                                                                                                                                                                      ";"UN    ";"AS";"47,79"
"39896";"TE DUPLA CURVA BRONZE/LATAO (REF 764) SEM ANEL DE SOLDA, ROSCA F X BOLSA X ROSCA F, 3/4"" X 22 X 3/4""                                                                                                                                                                                                                                                                                                                                                                                                      ";"UN    ";"AS";"70,05"
"38873";"TE METALICO, PARA CONEXAO COM ANEL DESLIZANTE, DN 16 MM, EM TUBO PEX PARA INST. AGUA QUENTE/FRIA                                                                                                                                                                                                                                                                                                                                                                                                          ";"UN    ";"AS";"14,35"
"38874";"TE METALICO, PARA CONEXAO COM ANEL DESLIZANTE, DN 20 MM, EM TUBO PEX PARA INST. AGUA QUENTE/FRIA                                                                                                                                                                                                                                                                                                                                                                                                          ";"UN    ";"AS";"18,17"
"38875";"TE METALICO, PARA CONEXAO COM ANEL DESLIZANTE, DN 25 MM, EM TUBO PEX PARA INST. AGUA QUENTE/FRIA                                                                                                                                                                                                                                                                                                                                                                                                          ";"UN    ";"AS";"28,80"
"38876";"TE METALICO, PARA CONEXAO COM ANEL DESLIZANTE, DN 32 MM, EM TUBO PEX PARA INST. AGUA QUENTE/FRIA                                                                                                                                                                                                                                                                                                                                                                                                          ";"UN    ";"AS";"38,70"
"39000";"TE MISTURADOR COM INSERTO METALICO, FEMEA, PPR, DN 25 MM X 3/4"", PARA AGUA QUENTE E FRIA PREDIAL                                                                                                                                                                                                                                                                                                                                                                                                          ";"UN    ";"AS";"29,79"
"38674";"TE MISTURADOR DE TRANSICAO, CPVC, COM ROSCA, 22 MM X 3/4"", PARA AGUA QUENTE                                                                                                                                                                                                                                                                                                                                                                                                                               ";"UN    ";"CR";"29,58"
"38019";"TE MISTURADOR, CPVC, SOLDAVEL, 15 MM, PARA AGUA QUENTE                                                                                                                                                                                                                                                                                                                                                                                                                                                    ";"UN    ";"CR";"6,26"
"38020";"TE MISTURADOR, CPVC, SOLDAVEL, 22 MM, PARA AGUA QUENTE                                                                                                                                                                                                                                                                                                                                                                                                                                                    ";"UN    ";"CR";"7,71"
"38454";"TE MISTURADOR, PPR, F/M/M, DN 20 X 20 MM, PARA AGUA QUENTE PREDIAL                                                                                                                                                                                                                                                                                                                                                                                                                                        ";"UN    ";"AS";"11,17"
"38455";"TE MISTURADOR, PPR, F/M/M, DN 25 X 25 MM, PARA AGUA QUENTE PREDIAL                                                                                                                                                                                                                                                                                                                                                                                                                                        ";"UN    ";"AS";"14,95"
"38462";"TE NORMAL, PPR, F/F/F, SOLDAVEL, 90 GRAUS, DN 110 X 110 X 110 MM, PARA AGUA QUENTE PREDIAL                                                                                                                                                                                                                                                                                                                                                                                                                ";"UN    ";"AS";"241,08"
"36362";"TE NORMAL, PPR, F/F/F, SOLDAVEL, 90 GRAUS, DN 20 X 20 X 20 MM, PARA AGUA QUENTE PREDIAL                                                                                                                                                                                                                                                                                                                                                                                                                   ";"UN    ";"AS";"3,33"
"36298";"TE NORMAL, PPR, F/F/F, SOLDAVEL, 90 GRAUS, DN 25 X 25 X 25 MM, PARA AGUA QUENTE PREDIAL                                                                                                                                                                                                                                                                                                                                                                                                                   ";"UN    ";"AS";"2,86"
"38456";"TE NORMAL, PPR, F/F/F, SOLDAVEL, 90 GRAUS, DN 32 X 32 X 32 MM, PARA AGUA QUENTE PREDIAL                                                                                                                                                                                                                                                                                                                                                                                                                   ";"UN    ";"AS";"7,13"
"38457";"TE NORMAL, PPR, F/F/F, SOLDAVEL, 90 GRAUS, DN 40 X 40 X 40 MM, PARA AGUA QUENTE PREDIAL                                                                                                                                                                                                                                                                                                                                                                                                                   ";"UN    ";"AS";"12,99"
"38458";"TE NORMAL, PPR, F/F/F, SOLDAVEL, 90 GRAUS, DN 50 X 50 X 50 MM, PARA AGUA QUENTE PREDIAL                                                                                                                                                                                                                                                                                                                                                                                                                   ";"UN    ";"AS";"25,02"
"38459";"TE NORMAL, PPR, F/F/F, SOLDAVEL, 90 GRAUS, DN 63 X 63 X 63 MM, PARA AGUA QUENTE PREDIAL                                                                                                                                                                                                                                                                                                                                                                                                                   ";"UN    ";"AS";"39,34"
"38460";"TE NORMAL, PPR, F/F/F, SOLDAVEL, 90 GRAUS, DN 75 X 75 X 75 MM, PARA AGUA QUENTE PREDIAL                                                                                                                                                                                                                                                                                                                                                                                                                   ";"UN    ";"AS";"84,39"
"38461";"TE NORMAL, PPR, F/F/F, SOLDAVEL, 90 GRAUS, DN 90 X 90 X 90 MM, PARA AGUA QUENTE PREDIAL                                                                                                                                                                                                                                                                                                                                                                                                                   ";"UN    ";"AS";"113,25"
"7094";"TE PVC ROSCAVEL 90 GRAUS, 1"", PARA  AGUA FRIA PREDIAL                                                                                                                                                                                                                                                                                                                                                                                                                                                     ";"UN    ";"CR";"13,42"
"7116";"TE PVC SOLDAVEL, BBB, 90 GRAUS, DN 40 MM, PARA ESGOTO SECUNDARIO PREDIAL                                                                                                                                                                                                                                                                                                                                                                                                                                  ";"UN    ";"CR";"4,07"
"7118";"TE PVC, ROSCAVEL, 90 GRAUS, 1 1/2"", AGUA FRIA PREDIAL                                                                                                                                                                                                                                                                                                                                                                                                                                                     ";"UN    ";"CR";"27,61"
"7098";"TE PVC, ROSCAVEL, 90 GRAUS, 1/2"",  AGUA FRIA PREDIAL                                                                                                                                                                                                                                                                                                                                                                                                                                                      ";"UN    ";"CR";"4,10"
"7110";"TE PVC, ROSCAVEL, 90 GRAUS, 2"",  AGUA FRIA PREDIAL                                                                                                                                                                                                                                                                                                                                                                                                                                                        ";"UN    ";"CR";"52,49"
"7123";"TE PVC, ROSCAVEL, 90 GRAUS, 3/4"", AGUA FRIA PREDIAL                                                                                                                                                                                                                                                                                                                                                                                                                                                       ";"UN    ";"CR";"4,96"
"7121";"TE PVC, SOLDAVEL, COM BUCHA DE LATAO NA BOLSA CENTRAL, 90 GRAUS, 20 MM X 1/2"", PARA AGUA FRIA PREDIAL                                                                                                                                                                                                                                                                                                                                                                                                     ";"UN    ";"CR";"9,82"
"7137";"TE PVC, SOLDAVEL, COM BUCHA DE LATAO NA BOLSA CENTRAL, 90 GRAUS, 25 MM X 1/2"", PARA AGUA FRIA PREDIAL                                                                                                                                                                                                                                                                                                                                                                                                     ";"UN    ";"CR";"10,72"
"7122";"TE PVC, SOLDAVEL, COM BUCHA DE LATAO NA BOLSA CENTRAL, 90 GRAUS, 25 MM X 3/4"", PARA AGUA FRIA PREDIAL                                                                                                                                                                                                                                                                                                                                                                                                     ";"UN    ";"CR";"11,80"
"7114";"TE PVC, SOLDAVEL, COM BUCHA DE LATAO NA BOLSA CENTRAL, 90 GRAUS, 32 MM X 3/4"", PARA AGUA FRIA PREDIAL                                                                                                                                                                                                                                                                                                                                                                                                     ";"UN    ";"CR";"13,73"
"7109";"TE PVC, SOLDAVEL, COM ROSCA NA BOLSA CENTRAL, 90 GRAUS, 20 MM X 1/2"", PARA AGUA FRIA PREDIAL                                                                                                                                                                                                                                                                                                                                                                                                              ";"UN    ";"CR";"2,72"
"7135";"TE PVC, SOLDAVEL, COM ROSCA NA BOLSA CENTRAL, 90 GRAUS, 25 MM X 1/2"", PARA AGUA FRIA PREDIAL                                                                                                                                                                                                                                                                                                                                                                                                              ";"UN    ";"CR";"5,57"
"37947";"TE PVC, SOLDAVEL, COM ROSCA NA BOLSA CENTRAL, 90 GRAUS, 25 MM X 3/4"", PARA AGUA FRIA PREDIAL                                                                                                                                                                                                                                                                                                                                                                                                              ";"UN    ";"CR";"4,53"
"7103";"TE PVC, SOLDAVEL, COM ROSCA NA BOLSA CENTRAL, 90 GRAUS, 32 MM X 3/4"", PARA AGUA FRIA PREDIAL                                                                                                                                                                                                                                                                                                                                                                                                              ";"UN    ";"CR";"14,76"
"40419";"TE RANHURADO EM FERRO FUNDIDO, DN 50 (2"")                                                                                                                                                                                                                                                                                                                                                                                                                                                                 ";"UN    ";"AS";"36,95"
"40420";"TE RANHURADO EM FERRO FUNDIDO, DN 65 (2 1/2"")                                                                                                                                                                                                                                                                                                                                                                                                                                                             ";"UN    ";"AS";"53,91"
"40421";"TE RANHURADO EM FERRO FUNDIDO, DN 80 (3"")                                                                                                                                                                                                                                                                                                                                                                                                                                                                 ";"UN    ";"AS";"57,39"
"38905";"TE ROSCA FEMEA, METALICO, PARA CONEXAO COM ANEL DESLIZANTE, DN 16 MM X 1/2"", EM TUBO PEX PARA INST. AGUA QUENTE/FRIA                                                                                                                                                                                                                                                                                                                                                                                      ";"UN    ";"AS";"18,57"
"38907";"TE ROSCA FEMEA, METALICO, PARA CONEXAO COM ANEL DESLIZANTE, DN 20 MM X 1/2"", EM TUBO PEX PARA INST. AGUA QUENTE/FRIA                                                                                                                                                                                                                                                                                                                                                                                      ";"UN    ";"AS";"17,90"
"38910";"TE ROSCA FEMEA, METALICO, PARA CONEXAO COM ANEL DESLIZANTE, DN 25 MM X 3/4"", EM TUBO PEX PARA INST. AGUA QUENTE/FRIA                                                                                                                                                                                                                                                                                                                                                                                      ";"UN    ";"AS";"20,94"
"11655";"TE SANITARIO DE REDUCAO, PVC, DN 100 X 50 MM, SERIE NORMAL, PARA ESGOTO PREDIAL                                                                                                                                                                                                                                                                                                                                                                                                                           ";"UN    ";"CR";"18,83"
"11656";"TE SANITARIO DE REDUCAO, PVC, DN 100 X 75 MM, SERIE NORMAL PARA ESGOTO PREDIAL                                                                                                                                                                                                                                                                                                                                                                                                                            ";"UN    ";"CR";"21,62"
"7091";"TE SANITARIO, PVC, DN 100 X 100 MM, SERIE NORMAL, PARA ESGOTO PREDIAL                                                                                                                                                                                                                                                                                                                                                                                                                                     ";"UN    ";"CR";"17,71"
"37948";"TE SANITARIO, PVC, DN 40 X 40 MM, SERIE NORMAL, PARA ESGOTO PREDIAL                                                                                                                                                                                                                                                                                                                                                                                                                                       ";"UN    ";"CR";"4,10"
"7097";"TE SANITARIO, PVC, DN 50 X 50 MM, SERIE NORMAL, PARA ESGOTO PREDIAL                                                                                                                                                                                                                                                                                                                                                                                                                                       ";"UN    ";"CR";"8,32"
